ENDEREÇO GOOGLE MAPS,GPS,ALIMENTADOR,GPS - FUSIVEL
SHL0650,"https://www.google.com/maps/place/-7.20992858, -39.41555098",CRT01M1,"-7.20992858, -39.41555098"
SHL0652,"https://www.google.com/maps/place/-7.21648165, -39.44023938",CRT01M1,"-7.21648165, -39.44023938"
SHL0743,"https://www.google.com/maps/place/-7.17393636, -39.48008496",CRT01M1,"-7.17393636, -39.48008496"
SHL0744,"https://www.google.com/maps/place/-7.17257783, -39.49866814",CRT01M1,"-7.17257783, -39.49866814"
FHL0750,"https://www.google.com/maps/place/-7.21368665, -39.42092563",CRT01M1,"-7.21368665, -39.42092563"
SHL0864,"https://www.google.com/maps/place/-7.09969935, -39.51366651",CRT01M1,"-7.09969935, -39.51366651"
SHL1006,"https://www.google.com/maps/place/-7.14997831, -39.54965793",CRT01M1,"-7.14997831, -39.54965793"
SHL1026,"https://www.google.com/maps/place/-7.22056534, -39.4263667",CRT01M1,"-7.22056534, -39.4263667"
SHV1668,"https://www.google.com/maps/place/-7.22902, -39.43907395",CRT01M1,"-7.22902, -39.43907395"
SHO3220,"https://www.google.com/maps/place/-7.22421457, -39.43190451",CRT01M1,"-7.22421457, -39.43190451"
SHO3475,"https://www.google.com/maps/place/-7.22473317, -39.43824555",CRT01M1,"-7.22473317, -39.43824555"
SHO3505,"https://www.google.com/maps/place/-7.22575978, -39.44301101",CRT01M1,"-7.22575978, -39.44301101"
SHO3530,"https://www.google.com/maps/place/-7.22672239, -39.44840143",CRT01M1,"-7.22672239, -39.44840143"
SHO3742,"https://www.google.com/maps/place/-7.22857096, -39.46324023",CRT01M1,"-7.22857096, -39.46324023"
SHO3785,"https://www.google.com/maps/place/-7.23221613, -39.46344321",CRT01M1,"-7.23221613, -39.46344321"
SHP0200,"https://www.google.com/maps/place/-7.08434117, -39.47859727",CRT01M1,"-7.08434117, -39.47859727"
SHP2822,"https://www.google.com/maps/place/-7.22412633, -39.46643313",CRT01M1,"-7.22412633, -39.46643313"
SHP2873,"https://www.google.com/maps/place/-7.22345916, -39.42720274",CRT01M1,"-7.22345916, -39.42720274"
SHP2881,"https://www.google.com/maps/place/-7.23495949, -39.46092786",CRT01M1,"-7.23495949, -39.46092786"
SHP5783,"https://www.google.com/maps/place/-7.21823429, -39.46971507",CRT01M1,"-7.21823429, -39.46971507"
SHP5791,"https://www.google.com/maps/place/-7.21387464, -39.49512635",CRT01M1,"-7.21387464, -39.49512635"
SHP5929,"https://www.google.com/maps/place/-7.24717026, -39.49607748",CRT01M1,"-7.24717026, -39.49607748"
SHP5953,"https://www.google.com/maps/place/-7.24854502, -39.49622391",CRT01M1,"-7.24854502, -39.49622391"
FHL0783,"https://www.google.com/maps/place/-7.22538655, -39.4635993",CRT01M1,"-7.22538655, -39.4635993"
5HL0816,"https://www.google.com/maps/place/-7.24029341, -39.45489144",CRT01M1,"-7.24029341, -39.45489144"
RHL0816,"https://www.google.com/maps/place/-7.24032055, -39.45489147",CRT01M1,"-7.24032055, -39.45489147"
SHL0886,"https://www.google.com/maps/place/-7.16901942, -39.51819964",CRT01M1,"-7.16901942, -39.51819964"
SHL0880,"https://www.google.com/maps/place/-7.21484112, -39.41472214",CRT01M1,"-7.21484112, -39.41472214"
SHL0854,"https://www.google.com/maps/place/-7.21841828, -39.41014213",CRT01M1,"-7.21841828, -39.41014213"
RHL0971,"https://www.google.com/maps/place/-7.20852187, -39.44917154",CRT01M1,"-7.20852187, -39.44917154"
6HL0971,"https://www.google.com/maps/place/-7.20853089, -39.44919872",CRT01M1,"-7.20853089, -39.44919872"
4HL0971,"https://www.google.com/maps/place/-7.20853996, -39.44917156",CRT01M1,"-7.20853996, -39.44917156"
5HL0971,"https://www.google.com/maps/place/-7.20851281, -39.44918965",CRT01M1,"-7.20851281, -39.44918965"
SHL0660,"https://www.google.com/maps/place/-7.20941116, -39.4462921",CRT01M1,"-7.20941116, -39.4462921"
FHL0865,"https://www.google.com/maps/place/-7.15963666, -39.59512381",CRT01M1,"-7.15963666, -39.59512381"
FHL0691,"https://www.google.com/maps/place/-7.12205251, -39.52036545",CRT01M1,"-7.12205251, -39.52036545"
FHR1257,"https://www.google.com/maps/place/-7.23926104, -39.45605891",CRT01M1,"-7.23926104, -39.45605891"
SHL2167,"https://www.google.com/maps/place/-7.11896837, -39.52800501",CRT01M1,"-7.11896837, -39.52800501"
FHL0754,"https://www.google.com/maps/place/-7.21034086, -39.40975445",CRT01M1,"-7.21034086, -39.40975445"
FHL0693,"https://www.google.com/maps/place/-7.15749541, -39.55694829",CRT01M1,"-7.15749541, -39.55694829"
6HT0421,"https://www.google.com/maps/place/-7.22369175, -39.42996562",CRT01M1,"-7.22369175, -39.42996562"
6HL1083,"https://www.google.com/maps/place/-7.15369637, -39.54171993",CRT01M1,"-7.15369637, -39.54171993"
RHL1083,"https://www.google.com/maps/place/-7.1536873, -39.54173804",CRT01M1,"-7.1536873, -39.54173804"
RHT0421,"https://www.google.com/maps/place/-7.22367366, -39.4299656",CRT01M1,"-7.22367366, -39.4299656"
FHL0661,"https://www.google.com/maps/place/-7.21812157, -39.41814898",CRT01M1,"-7.21812157, -39.41814898"
FHL0664,"https://www.google.com/maps/place/-7.11142278, -39.56763249",CRT01M1,"-7.11142278, -39.56763249"
FHL0696,"https://www.google.com/maps/place/-7.1969788, -39.50228141",CRT01M1,"-7.1969788, -39.50228141"
FHL0666,"https://www.google.com/maps/place/-7.09593012, -39.49442888",CRT01M1,"-7.09593012, -39.49442888"
FHL0662,"https://www.google.com/maps/place/-7.09131345, -39.4976295",CRT01M1,"-7.09131345, -39.4976295"
FHL0755,"https://www.google.com/maps/place/-7.12204239, -39.52131629",CRT01M1,"-7.12204239, -39.52131629"
FHL0756,"https://www.google.com/maps/place/-7.12375449, -39.51909955",CRT01M1,"-7.12375449, -39.51909955"
5HL0926,"https://www.google.com/maps/place/-7.07630187, -39.48515383",CRT01M1,"-7.07630187, -39.48515383"
FHL0699,"https://www.google.com/maps/place/-7.1838022, -39.53193771",CRT01M1,"-7.1838022, -39.53193771"
FHL1071,"https://www.google.com/maps/place/-7.12202494, -39.54433604",CRT01M1,"-7.12202494, -39.54433604"
FHL0701,"https://www.google.com/maps/place/-7.19570568, -39.45685767",CRT01M1,"-7.19570568, -39.45685767"
FHL0802,"https://www.google.com/maps/place/-7.19105522, -39.49278298",CRT01M1,"-7.19105522, -39.49278298"
SHL0758,"https://www.google.com/maps/place/-7.18504411, -39.44437537",CRT01M1,"-7.18504411, -39.44437537"
FHL0709,"https://www.google.com/maps/place/-7.12136584, -39.51965832",CRT01M1,"-7.12136584, -39.51965832"
FHL0708,"https://www.google.com/maps/place/-7.12170073, -39.51947759",CRT01M1,"-7.12170073, -39.51947759"
FHL0671,"https://www.google.com/maps/place/-7.21155001, -39.4513393",CRT01M1,"-7.21155001, -39.4513393"
SHL0141,"https://www.google.com/maps/place/-7.20823222, -39.44936146",CRT01M1,"-7.20823222, -39.44936146"
FHL0711,"https://www.google.com/maps/place/-7.18288514, -39.64085478",CRT01M1,"-7.18288514, -39.64085478"
SHL0717,"https://www.google.com/maps/place/-7.22417965, -39.4400566",CRT01M1,"-7.22417965, -39.4400566"
SHL0715,"https://www.google.com/maps/place/-7.22433322, -39.44026508",CRT01M1,"-7.22433322, -39.44026508"
FHL0800,"https://www.google.com/maps/place/-7.15160999, -39.54672563",CRT01M1,"-7.15160999, -39.54672563"
SHL1084,"https://www.google.com/maps/place/-7.07756775, -39.48564412",CRT01M1,"-7.07756775, -39.48564412"
FHL0718,"https://www.google.com/maps/place/-7.09786299, -39.50552373",CRT01M1,"-7.09786299, -39.50552373"
FHL1085,"https://www.google.com/maps/place/-7.13965865, -39.63340481",CRT01M1,"-7.13965865, -39.63340481"
FHL0927,"https://www.google.com/maps/place/-7.12021918, -39.53369344",CRT01M1,"-7.12021918, -39.53369344"
FHL0724,"https://www.google.com/maps/place/-7.11715899, -39.55907291",CRT01M1,"-7.11715899, -39.55907291"
FHL0759,"https://www.google.com/maps/place/-7.12595951, -39.51287159",CRT01M1,"-7.12595951, -39.51287159"
FHL0721,"https://www.google.com/maps/place/-7.18325447, -39.52051621",CRT01M1,"-7.18325447, -39.52051621"
FHL0720,"https://www.google.com/maps/place/-7.18342636, -39.52049829",CRT01M1,"-7.18342636, -39.52049829"
FHL0726,"https://www.google.com/maps/place/-7.18679169, -39.43306466",CRT01M1,"-7.18679169, -39.43306466"
FHL1086,"https://www.google.com/maps/place/-7.18395465, -39.51726554",CRT01M1,"-7.18395465, -39.51726554"
FHL0668,"https://www.google.com/maps/place/-7.15493777, -39.5843588",CRT01M1,"-7.15493777, -39.5843588"
TSHL1089,"https://www.google.com/maps/place/-7.12506824, -39.51719024",CRT01M1,"-7.12506824, -39.51719024"
FHL1088,"https://www.google.com/maps/place/-7.12497762, -39.51733504",CRT01M1,"-7.12497762, -39.51733504"
FHL0680,"https://www.google.com/maps/place/-7.19370843, -39.49012301",CRT01M1,"-7.19370843, -39.49012301"
FHL0731,"https://www.google.com/maps/place/-7.09262995, -39.51799613",CRT01M1,"-7.09262995, -39.51799613"
FHL1091,"https://www.google.com/maps/place/-7.15365718, -39.62284638",CRT01M1,"-7.15365718, -39.62284638"
FHL0672,"https://www.google.com/maps/place/-7.183229, -39.64075564",CRT01M1,"-7.183229, -39.64075564"
SHL0775,"https://www.google.com/maps/place/-7.19542198, -39.51135507",CRT01M1,"-7.19542198, -39.51135507"
FHL0737,"https://www.google.com/maps/place/-7.19664316, -39.5113202",CRT01M1,"-7.19664316, -39.5113202"
RHL0670,"https://www.google.com/maps/place/-7.15497172, -39.54177577",CRT01M1,"-7.15497172, -39.54177577"
6HL0670,"https://www.google.com/maps/place/-7.1549898, -39.54178485",CRT01M1,"-7.1549898, -39.54178485"
FHL0766,"https://www.google.com/maps/place/-7.19116832, -39.48853527",CRT01M1,"-7.19116832, -39.48853527"
FHL0735,"https://www.google.com/maps/place/-7.1778899, -39.46183028",CRT01M1,"-7.1778899, -39.46183028"
6HL0677,"https://www.google.com/maps/place/-7.18119824, -39.50693749",CRT01M1,"-7.18119824, -39.50693749"
RHL0677,"https://www.google.com/maps/place/-7.18118916, -39.50696465",CRT01M1,"-7.18118916, -39.50696465"
SHL0729,"https://www.google.com/maps/place/-7.16145883, -39.53275405",CRT01M1,"-7.16145883, -39.53275405"
6HL0729,"https://www.google.com/maps/place/-7.16147691, -39.53276313",CRT01M1,"-7.16147691, -39.53276313"
FHL0739,"https://www.google.com/maps/place/-7.15604122, -39.58443266",CRT01M1,"-7.15604122, -39.58443266"
FHL0771,"https://www.google.com/maps/place/-7.1836634, -39.64060228",CRT01M1,"-7.1836634, -39.64060228"
FHL0733,"https://www.google.com/maps/place/-7.09143172, -39.48846574",CRT01M1,"-7.09143172, -39.48846574"
FHL0769,"https://www.google.com/maps/place/-7.13756802, -39.5718938",CRT01M1,"-7.13756802, -39.5718938"
SHL0788,"https://www.google.com/maps/place/-7.22350259, -39.42912305",CRT01M1,"-7.22350259, -39.42912305"
SHL0679,"https://www.google.com/maps/place/-7.21742477, -39.4184563",CRT01M1,"-7.21742477, -39.4184563"
6HL0679,"https://www.google.com/maps/place/-7.21742479, -39.41843819",CRT01M1,"-7.21742479, -39.41843819"
FHL0807,"https://www.google.com/maps/place/-7.19831179, -39.49926679",CRT01M1,"-7.19831179, -39.49926679"
SHL0730,"https://www.google.com/maps/place/-7.13051466, -39.59178078",CRT01M1,"-7.13051466, -39.59178078"
6HL0730,"https://www.google.com/maps/place/-7.13050561, -39.59178077",CRT01M1,"-7.13050561, -39.59178077"
FHL0796,"https://www.google.com/maps/place/-7.12606233, -39.50986515",CRT01M1,"-7.12606233, -39.50986515"
FHL0809,"https://www.google.com/maps/place/-7.11938272, -39.5295359",CRT01M1,"-7.11938272, -39.5295359"
FHL0789,"https://www.google.com/maps/place/-7.1359507, -39.45647219",CRT01M1,"-7.1359507, -39.45647219"
FHL0785,"https://www.google.com/maps/place/-7.22547629, -39.46430591",CRT01M1,"-7.22547629, -39.46430591"
FHL0784,"https://www.google.com/maps/place/-7.22535909, -39.4639163",CRT01M1,"-7.22535909, -39.4639163"
FHL0792,"https://www.google.com/maps/place/-7.18872109, -39.50147531",CRT01M1,"-7.18872109, -39.50147531"
FHL0767,"https://www.google.com/maps/place/-7.09250798, -39.48862081",CRT01M1,"-7.09250798, -39.48862081"
FHL0857,"https://www.google.com/maps/place/-7.11038338, -39.57430511",CRT01M1,"-7.11038338, -39.57430511"
FHL0823,"https://www.google.com/maps/place/-7.11892262, -39.52846679",CRT01M1,"-7.11892262, -39.52846679"
FHL0821,"https://www.google.com/maps/place/-7.11899578, -39.52776959",CRT01M1,"-7.11899578, -39.52776959"
FHL0781,"https://www.google.com/maps/place/-7.14830858, -39.49865991",CRT01M1,"-7.14830858, -39.49865991"
FHL0779,"https://www.google.com/maps/place/-7.18549511, -39.52285547",CRT01M1,"-7.18549511, -39.52285547"
FHL0819,"https://www.google.com/maps/place/-7.16822969, -39.60217191",CRT01M1,"-7.16822969, -39.60217191"
FHL0861,"https://www.google.com/maps/place/-7.17644684, -39.53310656",CRT01M1,"-7.17644684, -39.53310656"
FHT0404,"https://www.google.com/maps/place/-7.21957711, -39.40904717",CRT01M1,"-7.21957711, -39.40904717"
FHL0826,"https://www.google.com/maps/place/-7.11657965, -39.55942538",CRT01M1,"-7.11657965, -39.55942538"
FHL0829,"https://www.google.com/maps/place/-7.19764474, -39.52942683",CRT01M1,"-7.19764474, -39.52942683"
6HL0870,"https://www.google.com/maps/place/-7.20995222, -39.40939179",CRT01M1,"-7.20995222, -39.40939179"
FHL0842,"https://www.google.com/maps/place/-7.18133057, -39.50996266",CRT01M1,"-7.18133057, -39.50996266"
FHL0834,"https://www.google.com/maps/place/-7.16404996, -39.52918876",CRT01M1,"-7.16404996, -39.52918876"
FHL0817,"https://www.google.com/maps/place/-7.17405044, -39.53254225",CRT01M1,"-7.17405044, -39.53254225"
FHL0835,"https://www.google.com/maps/place/-7.18911633, -39.49569729",CRT01M1,"-7.18911633, -39.49569729"
FHL0840,"https://www.google.com/maps/place/-7.19880024, -39.49927638",CRT01M1,"-7.19880024, -39.49927638"
FHV3120,"https://www.google.com/maps/place/-7.18353116, -39.52379516",CRT01M1,"-7.18353116, -39.52379516"
FHL1094,"https://www.google.com/maps/place/-7.18405625, -39.52339725",CRT01M1,"-7.18405625, -39.52339725"
FHL0794,"https://www.google.com/maps/place/-7.12973845, -39.53077032",CRT01M1,"-7.12973845, -39.53077032"
FHL0873,"https://www.google.com/maps/place/-7.1868224, -39.52495823",CRT01M1,"-7.1868224, -39.52495823"
SHL0844,"https://www.google.com/maps/place/-7.14719826, -39.53691247",CRT01M1,"-7.14719826, -39.53691247"
FHL0848,"https://www.google.com/maps/place/-7.15808675, -39.55414151",CRT01M1,"-7.15808675, -39.55414151"
SHL0852,"https://www.google.com/maps/place/-7.21498568, -39.41491248",CRT01M1,"-7.21498568, -39.41491248"
SHL0922,"https://www.google.com/maps/place/-7.2257461, -39.39898929",CRT01M1,"-7.2257461, -39.39898929"
FHX1298,"https://www.google.com/maps/place/-7.22201272, -39.40644068",CRT01M1,"-7.22201272, -39.40644068"
FHX0263,"https://www.google.com/maps/place/-7.22183919, -39.40830646",CRT01M1,"-7.22183919, -39.40830646"
SHX1313,"https://www.google.com/maps/place/-7.22927548, -39.45528803",CRT01M1,"-7.22927548, -39.45528803"
SHX1616,"https://www.google.com/maps/place/-7.17296267, -39.52669031",CRT01M1,"-7.17296267, -39.52669031"
4HL0870,"https://www.google.com/maps/place/-7.20995219, -39.40942802",CRT01M1,"-7.20995219, -39.40942802"
RHL0870,"https://www.google.com/maps/place/-7.20992505, -39.409428",CRT01M1,"-7.20992505, -39.409428"
FHL0871,"https://www.google.com/maps/place/-7.09741293, -39.50347674",CRT01M1,"-7.09741293, -39.50347674"
SHX1386,"https://www.google.com/maps/place/-7.22011537, -39.42388443",CRT01M1,"-7.22011537, -39.42388443"
FHL0947,"https://www.google.com/maps/place/-7.19134539, -39.45717032",CRT01M1,"-7.19134539, -39.45717032"
FHL0946,"https://www.google.com/maps/place/-7.19134549, -39.45706163",CRT01M1,"-7.19134549, -39.45706163"
FHL0962,"https://www.google.com/maps/place/-7.18989892, -39.45633561",CRT01M1,"-7.18989892, -39.45633561"
FHL0954,"https://www.google.com/maps/place/-7.18992521, -39.45718701",CRT01M1,"-7.18992521, -39.45718701"
FHL0949,"https://www.google.com/maps/place/-7.19135414, -39.45746016",CRT01M1,"-7.19135414, -39.45746016"
FHL0973,"https://www.google.com/maps/place/-7.18860434, -39.45739401",CRT01M1,"-7.18860434, -39.45739401"
FHL0948,"https://www.google.com/maps/place/-7.19135424, -39.45736053",CRT01M1,"-7.19135424, -39.45736053"
FHL0944,"https://www.google.com/maps/place/-7.19134604, -39.45651819",CRT01M1,"-7.19134604, -39.45651819"
FHL0943,"https://www.google.com/maps/place/-7.19133744, -39.45606532",CRT01M1,"-7.19133744, -39.45606532"
FHL0963,"https://www.google.com/maps/place/-7.18989906, -39.45619069",CRT01M1,"-7.18989906, -39.45619069"
FHL0959,"https://www.google.com/maps/place/-7.18991687, -39.45648054",CRT01M1,"-7.18991687, -39.45648054"
FHL0958,"https://www.google.com/maps/place/-7.18991673, -39.4566164",CRT01M1,"-7.18991673, -39.4566164"
FHL0945,"https://www.google.com/maps/place/-7.19134594, -39.45660877",CRT01M1,"-7.19134594, -39.45660877"
FHL0956,"https://www.google.com/maps/place/-7.18989835, -39.45690621",CRT01M1,"-7.18989835, -39.45690621"
SHX0546,"https://www.google.com/maps/place/-7.19136302, -39.45763225",CRT01M1,"-7.19136302, -39.45763225"
FHL0957,"https://www.google.com/maps/place/-7.18989849, -39.45677035",CRT01M1,"-7.18989849, -39.45677035"
FHL0950,"https://www.google.com/maps/place/-7.18992464, -39.45775761",CRT01M1,"-7.18992464, -39.45775761"
FHL0955,"https://www.google.com/maps/place/-7.1899163, -39.45705114",CRT01M1,"-7.1899163, -39.45705114"
FHL0953,"https://www.google.com/maps/place/-7.18990695, -39.45735002",CRT01M1,"-7.18990695, -39.45735002"
FHL0951,"https://www.google.com/maps/place/-7.18992477, -39.45762176",CRT01M1,"-7.18992477, -39.45762176"
FHL0965,"https://www.google.com/maps/place/-7.18859648, -39.45620751",CRT01M1,"-7.18859648, -39.45620751"
FHL0966,"https://www.google.com/maps/place/-7.18859636, -39.45632525",CRT01M1,"-7.18859636, -39.45632525"
FHL0967,"https://www.google.com/maps/place/-7.18860497, -39.45676906",CRT01M1,"-7.18860497, -39.45676906"
FHL0972,"https://www.google.com/maps/place/-7.18861345, -39.45733061",CRT01M1,"-7.18861345, -39.45733061"
FHL0968,"https://www.google.com/maps/place/-7.18860485, -39.4568868",CRT01M1,"-7.18860485, -39.4568868"
FHL0952,"https://www.google.com/maps/place/-7.18990683, -39.45747682",CRT01M1,"-7.18990683, -39.45747682"
SHX1360,"https://www.google.com/maps/place/-7.21143728, -39.41766279",CRT01M1,"-7.21143728, -39.41766279"
SHX1304,"https://www.google.com/maps/place/-7.13241434, -39.52423498",CRT01M1,"-7.13241434, -39.52423498"
SHX1305,"https://www.google.com/maps/place/-7.13228771, -39.52422578",CRT01M1,"-7.13228771, -39.52422578"
HL0714,"https://www.google.com/maps/place/-7.208405562110224, -39.449279723484224",CRT01M1,"-7.208405562110224, -39.449279723484224"
SHS1344,"https://www.google.com/maps/place/-7.2226348, -39.37722034",CRT01M2,"-7.2226348, -39.37722034"
SHC0128,"https://www.google.com/maps/place/-7.22934847, -39.37507008",CRT01M2,"-7.22934847, -39.37507008"
SHC0172,"https://www.google.com/maps/place/-7.22926833, -39.37352108",CRT01M2,"-7.22926833, -39.37352108"
FMJ6595,"https://www.google.com/maps/place/-7.22550534, -39.37349988",CRT01M2,"-7.22550534, -39.37349988"
FMJ6641,"https://www.google.com/maps/place/-7.21892682, -39.36516123",CRT01M2,"-7.21892682, -39.36516123"
FMH6564,"https://www.google.com/maps/place/-7.21949898, -39.37352213",CRT01M2,"-7.21949898, -39.37352213"
FMH7523,"https://www.google.com/maps/place/-7.21919894, -39.36421943",CRT01M2,"-7.21919894, -39.36421943"
