CD,LOCALIZAÇÃO,ALIMENTADOR,TOTAL CLIENTES,TOTAL POTENCIA,GPS - BT
TMJ7958,"https://www.google.com/maps/place/-7.19438708,-39.31463741",JZN01M1,6,113,"-7.19438708,-39.31463741"
TMJ8032,"https://www.google.com/maps/place/-7.20533916,-39.3180144",JZN01M1,66,225,"-7.20533916,-39.3180144"
TMJ8059,"https://www.google.com/maps/place/-7.19795867,-39.31680461",JZN01M1,40,75,"-7.19795867,-39.31680461"
TMO0064,"https://www.google.com/maps/place/-7.17966126,-39.32663707",JZN01M1,1,75,"-7.17966126,-39.32663707"
TMH9577,"https://www.google.com/maps/place/-7.21242972,-39.3198943",JZN01M1,5,45,"-7.21242972,-39.3198943"
TMJ8555,"https://www.google.com/maps/place/-7.21368608,-39.32131726",JZN01M1,181,150,"-7.21368608,-39.32131726"
TMJ9756,"https://www.google.com/maps/place/-7.19901744,-39.31618944",JZN01M1,1,225,"-7.19901744,-39.31618944"
TMO0262,"https://www.google.com/maps/place/-7.18318659,-39.35442708",JZN01M1,2,10,"-7.18318659,-39.35442708"
TMO0280,"https://www.google.com/maps/place/-7.19771698,-39.32607028",JZN01M1,0,112.5,"-7.19771698,-39.32607028"
TMK0169,"https://www.google.com/maps/place/-7.21701437,-39.32208953",JZN01M1,125,75,"-7.21701437,-39.32208953"
TMQ0016,"https://www.google.com/maps/place/-7.21787346,-39.32244339",JZN01M1,135,45,"-7.21787346,-39.32244339"
TMQ0063,"https://www.google.com/maps/place/-7.19158229,-39.31552311",JZN01M1,8,113,"-7.19158229,-39.31552311"
TMK0711,"https://www.google.com/maps/place/-7.19927787,-39.31893405",JZN01M1,0,150,"-7.19927787,-39.31893405"
TMK0932,"https://www.google.com/maps/place/-7.19751626,-39.3155906",JZN01M1,23,225,"-7.19751626,-39.3155906"
TMQ0110,"https://www.google.com/maps/place/-7.18196277,-39.35784069",JZN01M1,55,15,"-7.18196277,-39.35784069"
TMQ0116,"https://www.google.com/maps/place/-7.19355342,-39.31675628",JZN01M1,1,75,"-7.19355342,-39.31675628"
TMQ0243,"https://www.google.com/maps/place/-7.19934324,-39.31597228",JZN01M1,56,150,"-7.19934324,-39.31597228"
TMQ0289,"https://www.google.com/maps/place/-7.19195436,-39.31378434",JZN01M1,1,225,"-7.19195436,-39.31378434"
TMW0043,"https://www.google.com/maps/place/-7.19414155,-39.31652119",JZN01M1,1,112.5,"-7.19414155,-39.31652119"
TMH0161,"https://www.google.com/maps/place/-7.19208782,-39.31701793",JZN01M1,0,750,"-7.19208782,-39.31701793"
TMH1162,"https://www.google.com/maps/place/-7.19977616,-39.31782032",JZN01M1,64,225,"-7.19977616,-39.31782032"
TMH1160,"https://www.google.com/maps/place/-7.20062518,-39.3196596",JZN01M1,0,75,"-7.20062518,-39.3196596"
TMH0158,"https://www.google.com/maps/place/-7.20252554,-39.31857401",JZN01M1,1,112.5,"-7.20252554,-39.31857401"
TMH0168,"https://www.google.com/maps/place/-7.17976168,-39.32534197",JZN01M1,2,75,"-7.17976168,-39.32534197"
TMH0153,"https://www.google.com/maps/place/-7.20242548,-39.31938007",JZN01M1,0,45,"-7.20242548,-39.31938007"
TMH0163,"https://www.google.com/maps/place/-7.19416007,-39.3159053",JZN01M1,1,1250,"-7.19416007,-39.3159053"
TMH1205,"https://www.google.com/maps/place/-7.19997337,-39.3203928",JZN01M1,1,112.5,"-7.19997337,-39.3203928"
TMW0002,"https://www.google.com/maps/place/-7.21942024,-39.32249884",JZN01M1,1,300,"-7.21942024,-39.32249884"
TMQ1274,"https://www.google.com/maps/place/-7.19468543,-39.31488217",JZN01M1,0,1000,"-7.19468543,-39.31488217"
TMW0003,"https://www.google.com/maps/place/-7.21176929,-39.32002065",JZN01M1,34,75,"-7.21176929,-39.32002065"
TMW0015,"https://www.google.com/maps/place/-7.18208335,-39.35399148",JZN01M1,9,113,"-7.18208335,-39.35399148"
TMW0016,"https://www.google.com/maps/place/-7.18354087,-39.35248006",JZN01M1,3,45,"-7.18354087,-39.35248006"
TMW0021,"https://www.google.com/maps/place/-7.18364605,-39.34500795",JZN01M1,11,113,"-7.18364605,-39.34500795"
TMW0026,"https://www.google.com/maps/place/-7.19709122,-39.31542727",JZN01M1,1,112.5,"-7.19709122,-39.31542727"
TMW0023,"https://www.google.com/maps/place/-7.22540024,-39.3214161",JZN01M1,0,150,"-7.22540024,-39.3214161"
TMW0031,"https://www.google.com/maps/place/-7.18747614,-39.3399931",JZN01M1,1,45,"-7.18747614,-39.3399931"
TMW0061,"https://www.google.com/maps/place/-7.18627117,-39.35443853",JZN01M1,6,45,"-7.18627117,-39.35443853"
TMQ0503,"https://www.google.com/maps/place/-7.1794879,-39.32872915",JZN01M1,17,75,"-7.1794879,-39.32872915"
TMW0032,"https://www.google.com/maps/place/-7.18117864,-39.34222554",JZN01M1,0,45,"-7.18117864,-39.34222554"
TMJ1355,"https://www.google.com/maps/place/-7.27190328,-39.32289847",JZN01M2,1,112.5,"-7.27190328,-39.32289847"
TMJ1360,"https://www.google.com/maps/place/-7.24367146,-39.32306859",JZN01M2,0,75,"-7.24367146,-39.32306859"
TMJ1439,"https://www.google.com/maps/place/-7.24619162,-39.32809783",JZN01M2,9,75,"-7.24619162,-39.32809783"
TMJ1600,"https://www.google.com/maps/place/-7.27406131,-39.32833542",JZN01M2,23,113,"-7.27406131,-39.32833542"
TMJ1601,"https://www.google.com/maps/place/-7.27644841,-39.32965978",JZN01M2,30,113,"-7.27644841,-39.32965978"
TCO0042,"https://www.google.com/maps/place/-7.26986019,-39.32114863",JZN01M2,1,112.5,"-7.26986019,-39.32114863"
TMJ0102,"https://www.google.com/maps/place/-7.23060173,-39.32113897",JZN01M2,262,113,"-7.23060173,-39.32113897"
TMK2757,"https://www.google.com/maps/place/-7.24721638,-39.32448423",JZN01M2,66,113,"-7.24721638,-39.32448423"
TMJ0139,"https://www.google.com/maps/place/-7.23013572,-39.3148704",JZN01M2,267,75,"-7.23013572,-39.3148704"
TMJ0163,"https://www.google.com/maps/place/-7.22924649,-39.31882819",JZN01M2,360,113,"-7.22924649,-39.31882819"
TMK3354,"https://www.google.com/maps/place/-7.23006413,-39.3137562",JZN01M2,475,150,"-7.23006413,-39.3137562"
TMK3648,"https://www.google.com/maps/place/-7.23292188,-39.31477269",JZN01M2,542,225,"-7.23292188,-39.31477269"
TMK3768,"https://www.google.com/maps/place/-7.23845248,-39.32248515",JZN01M2,1,225,"-7.23845248,-39.32248515"
TMJ0254,"https://www.google.com/maps/place/-7.23275628,-39.31876724",JZN01M2,151,113,"-7.23275628,-39.31876724"
TMJ0334,"https://www.google.com/maps/place/-7.23096677,-39.31654674",JZN01M2,220,75,"-7.23096677,-39.31654674"
TMJ0407,"https://www.google.com/maps/place/-7.23733612,-39.3148935",JZN01M2,0,225,"-7.23733612,-39.3148935"
TMK7821,"https://www.google.com/maps/place/-7.2342855,-39.31807083",JZN01M2,646,113,"-7.2342855,-39.31807083"
TMK8356,"https://www.google.com/maps/place/-7.2777832,-39.32261277",JZN01M2,5,30,"-7.2777832,-39.32261277"
TMK8380,"https://www.google.com/maps/place/-7.2779654,-39.32080108",JZN01M2,0,75,"-7.2779654,-39.32080108"
TMK8402,"https://www.google.com/maps/place/-7.27903269,-39.32094679",JZN01M2,1,75,"-7.27903269,-39.32094679"
TMK8429,"https://www.google.com/maps/place/-7.27951202,-39.32108301",JZN01M2,1,75,"-7.27951202,-39.32108301"
TMK8437,"https://www.google.com/maps/place/-7.27476215,-39.32230261",JZN01M2,29,75,"-7.27476215,-39.32230261"
TMK8453,"https://www.google.com/maps/place/-7.27054565,-39.32398457",JZN01M2,53,45,"-7.27054565,-39.32398457"
TMK8461,"https://www.google.com/maps/place/-7.26736055,-39.32539548",JZN01M2,202,75,"-7.26736055,-39.32539548"
TMK8470,"https://www.google.com/maps/place/-7.26497122,-39.32715118",JZN01M2,155,30,"-7.26497122,-39.32715118"
TMK8488,"https://www.google.com/maps/place/-7.27080916,-39.32232697",JZN01M2,7,75,"-7.27080916,-39.32232697"
TCN8500,"https://www.google.com/maps/place/-7.26945258,-39.32193647",JZN01M2,32,113,"-7.26945258,-39.32193647"
TMK8526,"https://www.google.com/maps/place/-7.26394365,-39.32205032",JZN01M2,57,45,"-7.26394365,-39.32205032"
TMK8534,"https://www.google.com/maps/place/-7.26310219,-39.3223396",JZN01M2,3,30,"-7.26310219,-39.3223396"
TMK8550,"https://www.google.com/maps/place/-7.26214331,-39.32238421",JZN01M2,1,75,"-7.26214331,-39.32238421"
TMK8585,"https://www.google.com/maps/place/-7.25975505,-39.32266334",JZN01M2,138,113,"-7.25975505,-39.32266334"
TMK8615,"https://www.google.com/maps/place/-7.25647117,-39.32305958",JZN01M2,1,112.5,"-7.25647117,-39.32305958"
TMK8631,"https://www.google.com/maps/place/-7.25588395,-39.3219993",JZN01M2,45,45,"-7.25588395,-39.3219993"
TMK8640,"https://www.google.com/maps/place/-7.25619114,-39.3225068",JZN01M2,142,113,"-7.25619114,-39.3225068"
TMK8666,"https://www.google.com/maps/place/-7.25259055,-39.32305682",JZN01M2,1,112.5,"-7.25259055,-39.32305682"
TMK8674,"https://www.google.com/maps/place/-7.25231067,-39.3222957",JZN01M2,29,150,"-7.25231067,-39.3222957"
TMK8720,"https://www.google.com/maps/place/-7.24898124,-39.32314483",JZN01M2,1,112.5,"-7.24898124,-39.32314483"
TMK8739,"https://www.google.com/maps/place/-7.24903531,-39.32343474",JZN01M2,90,113,"-7.24903531,-39.32343474"
TMK8747,"https://www.google.com/maps/place/-7.24823103,-39.32232903",JZN01M2,20,30,"-7.24823103,-39.32232903"
TMK8763,"https://www.google.com/maps/place/-7.24804151,-39.32170386",JZN01M2,14,45,"-7.24804151,-39.32170386"
TMK8801,"https://www.google.com/maps/place/-7.24381476,-39.32507966",JZN01M2,99,150,"-7.24381476,-39.32507966"
TMK8810,"https://www.google.com/maps/place/-7.2466543,-39.32622306",JZN01M2,38,113,"-7.2466543,-39.32622306"
TMK8844,"https://www.google.com/maps/place/-7.24537221,-39.32285239",JZN01M2,1,75,"-7.24537221,-39.32285239"
TMK8852,"https://www.google.com/maps/place/-7.24476601,-39.32304219",JZN01M2,93,150,"-7.24476601,-39.32304219"
TMK8860,"https://www.google.com/maps/place/-7.25753627,-39.32626712",JZN01M2,190,113,"-7.25753627,-39.32626712"
TMK8887,"https://www.google.com/maps/place/-7.25974853,-39.31908513",JZN01M2,36,30,"-7.25974853,-39.31908513"
TMK9042,"https://www.google.com/maps/place/-7.24735433,-39.32127763",JZN01M2,0,112.5,"-7.24735433,-39.32127763"
TMK9140,"https://www.google.com/maps/place/-7.23108118,-39.32110308",JZN01M2,2,75,"-7.23108118,-39.32110308"
TMK9387,"https://www.google.com/maps/place/-7.23295898,-39.31344116",JZN01M2,380,113,"-7.23295898,-39.31344116"
TMP0008,"https://www.google.com/maps/place/-7.23461641,-39.3234426",JZN01M2,1,225,"-7.23461641,-39.3234426"
TMP0019,"https://www.google.com/maps/place/-7.24261731,-39.3298254",JZN01M2,247,75,"-7.24261731,-39.3298254"
TMH6896,"https://www.google.com/maps/place/-7.24017152,-39.32198816",JZN01M2,19,150,"-7.24017152,-39.32198816"
TMJ6005,"https://www.google.com/maps/place/-7.23076546,-39.31986189",JZN01M2,277,75,"-7.23076546,-39.31986189"
TML0474,"https://www.google.com/maps/place/-7.23584293,-39.31582547",JZN01M2,195,75,"-7.23584293,-39.31582547"
TMP0057,"https://www.google.com/maps/place/-7.26505598,-39.32245876",JZN01M2,0,75,"-7.26505598,-39.32245876"
TMP0059,"https://www.google.com/maps/place/-7.25913142,-39.32191102",JZN01M2,0,300,"-7.25913142,-39.32191102"
TMP0071,"https://www.google.com/maps/place/-7.25101708,-39.3223763",JZN01M2,1,300,"-7.25101708,-39.3223763"
TMP1199,"https://www.google.com/maps/place/-7.27386832,-39.31991039",JZN01M2,59,75,"-7.27386832,-39.31991039"
TMP0097,"https://www.google.com/maps/place/-7.25178336,-39.32603652",JZN01M2,23,15,"-7.25178336,-39.32603652"
TMP0106,"https://www.google.com/maps/place/-7.27180921,-39.32794425",JZN01M2,20,30,"-7.27180921,-39.32794425"
TMP0113,"https://www.google.com/maps/place/-7.26426029,-39.32199619",JZN01M2,0,225,"-7.26426029,-39.32199619"
TMP0114,"https://www.google.com/maps/place/-7.2383338,-39.32402497",JZN01M2,5,150,"-7.2383338,-39.32402497"
TMP0118,"https://www.google.com/maps/place/-7.25220818,-39.32648975",JZN01M2,125,45,"-7.25220818,-39.32648975"
TMP0145,"https://www.google.com/maps/place/-7.23720407,-39.32262919",JZN01M2,11,30,"-7.23720407,-39.32262919"
TMJ6544,"https://www.google.com/maps/place/-7.23235972,-39.31669264",JZN01M2,428,113,"-7.23235972,-39.31669264"
TMJ6803,"https://www.google.com/maps/place/-7.23668916,-39.32164147",JZN01M2,262,150,"-7.23668916,-39.32164147"
TMJ6846,"https://www.google.com/maps/place/-7.23576967,-39.31711169",JZN01M2,426,113,"-7.23576967,-39.31711169"
TMJ7010,"https://www.google.com/maps/place/-7.24082204,-39.32308468",JZN01M2,0,300,"-7.24082204,-39.32308468"
TMP0172,"https://www.google.com/maps/place/-7.26738504,-39.32906435",JZN01M2,73,30,"-7.26738504,-39.32906435"
TMP0175,"https://www.google.com/maps/place/-7.26984368,-39.31891106",JZN01M2,31,30,"-7.26984368,-39.31891106"
TMP0176,"https://www.google.com/maps/place/-7.27386123,-39.31712926",JZN01M2,31,75,"-7.27386123,-39.31712926"
TMP0187,"https://www.google.com/maps/place/-7.2752391,-39.32576351",JZN01M2,53,30,"-7.2752391,-39.32576351"
TMP0194,"https://www.google.com/maps/place/-7.27197838,-39.31903939",JZN01M2,128,150,"-7.27197838,-39.31903939"
TMP0195,"https://www.google.com/maps/place/-7.26743584,-39.3212828",JZN01M2,129,75,"-7.26743584,-39.3212828"
TMP0196,"https://www.google.com/maps/place/-7.27783266,-39.31661568",JZN01M2,142,113,"-7.27783266,-39.31661568"
TMP0197,"https://www.google.com/maps/place/-7.28101752,-39.31551269",JZN01M2,171,75,"-7.28101752,-39.31551269"
TMP0210,"https://www.google.com/maps/place/-7.23562931,-39.32376036",JZN01M2,94,113,"-7.23562931,-39.32376036"
TMP0216,"https://www.google.com/maps/place/-7.26323488,-39.32654299",JZN01M2,133,30,"-7.26323488,-39.32654299"
TMH8155,"https://www.google.com/maps/place/-7.23626351,-39.32234772",JZN01M2,3,45,"-7.23626351,-39.32234772"
TMH8180,"https://www.google.com/maps/place/-7.24571669,-39.32180186",JZN01M2,0,225,"-7.24571669,-39.32180186"
TMH8317,"https://www.google.com/maps/place/-7.2303235,-39.31802277",JZN01M2,344,113,"-7.2303235,-39.31802277"
TMH8520,"https://www.google.com/maps/place/-7.2358533,-39.31390512",JZN01M2,157,75,"-7.2358533,-39.31390512"
TMP0227,"https://www.google.com/maps/place/-7.24979541,-39.32307294",JZN01M2,1,75,"-7.24979541,-39.32307294"
TMP0230,"https://www.google.com/maps/place/-7.23997936,-39.32508597",JZN01M2,87,45,"-7.23997936,-39.32508597"
TMP0237,"https://www.google.com/maps/place/-7.27867081,-39.32102806",JZN01M2,26,15,"-7.27867081,-39.32102806"
TMP0246,"https://www.google.com/maps/place/-7.24730875,-39.32177581",JZN01M2,1,112.5,"-7.24730875,-39.32177581"
TMP0249,"https://www.google.com/maps/place/-7.25101507,-39.32519352",JZN01M2,43,30,"-7.25101507,-39.32519352"
TMP0261,"https://www.google.com/maps/place/-7.24567954,-39.32316966",JZN01M2,0,112.5,"-7.24567954,-39.32316966"
TMP0269,"https://www.google.com/maps/place/-7.26180144,-39.31974787",JZN01M2,1,112.5,"-7.26180144,-39.31974787"
TMP0272,"https://www.google.com/maps/place/-7.23596319,-39.32490194",JZN01M2,30,300,"-7.23596319,-39.32490194"
TMP0273,"https://www.google.com/maps/place/-7.23815854,-39.32875329",JZN01M2,118,45,"-7.23815854,-39.32875329"
TMP0285,"https://www.google.com/maps/place/-7.25242774,-39.32304764",JZN01M2,1,300,"-7.25242774,-39.32304764"
TMP0302,"https://www.google.com/maps/place/-7.2621013,-39.31781855",JZN01M2,1,112.5,"-7.2621013,-39.31781855"
TMP0308,"https://www.google.com/maps/place/-7.26404115,-39.32485862",JZN01M2,113,113,"-7.26404115,-39.32485862"
TMP0310,"https://www.google.com/maps/place/-7.24594519,-39.33113224",JZN01M2,0,300,"-7.24594519,-39.33113224"
TMP0320,"https://www.google.com/maps/place/-7.25463971,-39.32894639",JZN01M2,103,45,"-7.25463971,-39.32894639"
TMP0354,"https://www.google.com/maps/place/-7.25759293,-39.32293356",JZN01M2,278,113,"-7.25759293,-39.32293356"
TMP1263,"https://www.google.com/maps/place/-7.24191586,-39.32408188",JZN01M2,23,113,"-7.24191586,-39.32408188"
TMP0436,"https://www.google.com/maps/place/-7.26052742,-39.31770875",JZN01M2,42,45,"-7.26052742,-39.31770875"
TMP0441,"https://www.google.com/maps/place/-7.24110145,-39.32450704",JZN01M2,19,150,"-7.24110145,-39.32450704"
TMJ9330,"https://www.google.com/maps/place/-7.23960718,-39.32691549",JZN01M2,28,30,"-7.23960718,-39.32691549"
TMP0450,"https://www.google.com/maps/place/-7.24662516,-39.32900399",JZN01M2,36,75,"-7.24662516,-39.32900399"
TMP0464,"https://www.google.com/maps/place/-7.27579442,-39.32081766",JZN01M2,1,112.5,"-7.27579442,-39.32081766"
TMP0474,"https://www.google.com/maps/place/-7.26696246,-39.3255039",JZN01M2,0,112.5,"-7.26696246,-39.3255039"
TMP0478,"https://www.google.com/maps/place/-7.26176696,-39.31731103",JZN01M2,50,45,"-7.26176696,-39.31731103"
TMP0480,"https://www.google.com/maps/place/-7.25352276,-39.32235997",JZN01M2,0,300,"-7.25352276,-39.32235997"
TMP0483,"https://www.google.com/maps/place/-7.25322531,-39.32085603",JZN01M2,1,225,"-7.25322531,-39.32085603"
TMP0485,"https://www.google.com/maps/place/-7.24188666,-39.32697148",JZN01M2,9,75,"-7.24188666,-39.32697148"
TMP0486,"https://www.google.com/maps/place/-7.24552797,-39.33266281",JZN01M2,130,113,"-7.24552797,-39.33266281"
TMP0522,"https://www.google.com/maps/place/-7.25874999,-39.32403955",JZN01M2,53,45,"-7.25874999,-39.32403955"
TMP0528,"https://www.google.com/maps/place/-7.27043626,-39.32516216",JZN01M2,150,75,"-7.27043626,-39.32516216"
TMP0539,"https://www.google.com/maps/place/-7.23783737,-39.32249377",JZN01M2,1,112.5,"-7.23783737,-39.32249377"
TMP0751,"https://www.google.com/maps/place/-7.23783608,-39.32431449",JZN01M2,98,113,"-7.23783608,-39.32431449"
TMP1145,"https://www.google.com/maps/place/-7.24497958,-39.32797014",JZN01M2,1,300,"-7.24497958,-39.32797014"
TMP1153,"https://www.google.com/maps/place/-7.24704599,-39.32240066",JZN01M2,1,75,"-7.24704599,-39.32240066"
TMP1172,"https://www.google.com/maps/place/-7.25393757,-39.32417199",JZN01M2,103,113,"-7.25393757,-39.32417199"
TMP1174,"https://www.google.com/maps/place/-7.27678923,-39.32111732",JZN01M2,0,75,"-7.27678923,-39.32111732"
TMP1176,"https://www.google.com/maps/place/-7.28017252,-39.32084794",JZN01M2,0,112.5,"-7.28017252,-39.32084794"
TMP1187,"https://www.google.com/maps/place/-7.2418408,-39.32785011",JZN01M2,1,112.5,"-7.2418408,-39.32785011"
TMP1278,"https://www.google.com/maps/place/-7.26181673,-39.32369751",JZN01M2,138,75,"-7.26181673,-39.32369751"
TMK8500,"https://www.google.com/maps/place/-7.27079141,-39.32183777",JZN01M2,0,45,"-7.27079141,-39.32183777"
TMP1655,"https://www.google.com/maps/place/-7.27735938,-39.3207463",JZN01M2,1,75,"-7.27735938,-39.3207463"
TMP4717,"https://www.google.com/maps/place/-7.24532379,-39.32731818",JZN01M2,58,75,"-7.24532379,-39.32731818"
TMP8291,"https://www.google.com/maps/place/-7.26056695,-39.32576201",JZN01M2,336,75,"-7.26056695,-39.32576201"
TMP8321,"https://www.google.com/maps/place/-7.28001801,-39.32188964",JZN01M2,153,75,"-7.28001801,-39.32188964"
TMK0498,"https://www.google.com/maps/place/-7.2780197,-39.32076488",JZN01M2,0,225,"-7.2780197,-39.32076488"
TMK0770,"https://www.google.com/maps/place/-7.23694224,-39.32193152",JZN01M2,0,75,"-7.23694224,-39.32193152"
TMK0967,"https://www.google.com/maps/place/-7.23405636,-39.3223371",JZN01M2,36,150,"-7.23405636,-39.3223371"
TMK0975,"https://www.google.com/maps/place/-7.24183571,-39.32230638",JZN01M2,3,75,"-7.24183571,-39.32230638"
TMK1106,"https://www.google.com/maps/place/-7.23984423,-39.32431592",JZN01M2,34,75,"-7.23984423,-39.32431592"
TMP1203,"https://www.google.com/maps/place/-7.24538974,-39.32363143",JZN01M2,1,300,"-7.24538974,-39.32363143"
TMP1193,"https://www.google.com/maps/place/-7.25573443,-39.32869354",JZN01M2,19,150,"-7.25573443,-39.32869354"
TMJ1358,"https://www.google.com/maps/place/-7.24568797,-39.32403022",JZN01M2,0,150,"-7.24568797,-39.32403022"
TMJ1441,"https://www.google.com/maps/place/-7.24562428,-39.32455556",JZN01M2,40,150,"-7.24562428,-39.32455556"
TMP1201,"https://www.google.com/maps/place/-7.2472626,-39.3230802",JZN01M2,3,75,"-7.2472626,-39.3230802"
TMP0487,"https://www.google.com/maps/place/-7.24677778,-39.33060745",JZN01M2,80,30,"-7.24677778,-39.33060745"
TMP0372,"https://www.google.com/maps/place/-7.27339724,-39.32089749",JZN01M2,102,75,"-7.27339724,-39.32089749"
TCN1192,"https://www.google.com/maps/place/-7.26130595,-39.31685777",JZN01M2,1,150,"-7.26130595,-39.31685777"
TMP1196,"https://www.google.com/maps/place/-7.24319337,-39.33376622",JZN01M2,340,75,"-7.24319337,-39.33376622"
